timestamp,side,ticker,quantity,price,equity_after,reason
2026-06-20T12:23:52.662725,sell,AVAXUSD,1047.6954,5.9947,0.00,momentum
2026-06-20T12:23:52.965656,sell,BCHUSD,27.0113,198.2000,0.00,momentum
2026-06-20T12:23:53.384331,sell,DOGEUSD,133008.4706,0.0838,0.00,momentum
2026-06-20T12:23:53.702825,sell,DOTUSD,9677.5822,0.9602,0.00,momentum
2026-06-20T12:23:54.020100,sell,UNIUSD,1224.1139,3.0150,0.00,momentum
2026-06-20T12:24:06.669355,buy,DOT/USD,9590.3645,0.9656,0.00,momentum
2026-06-20T12:24:07.475653,buy,DOGE/USD,132016.1116,0.0842,0.00,momentum
2026-06-20T12:24:08.271486,buy,ADA/USD,37405.2851,0.1638,0.00,momentum
2026-06-20T12:24:08.963422,buy,BCH/USD,26.8178,200.0000,0.00,momentum
2026-06-20T12:24:09.781834,buy,UNI/USD,1212.6151,3.0450,0.00,momentum
2026-06-20T12:24:10.504177,buy,SOL/USD,94.9492,72.1750,0.00,momentum
2026-06-20T12:26:11.127278,sell,ADAUSD,37311.7719,0.1634,0.00,momentum
2026-06-20T12:26:11.508176,sell,BCHUSD,26.7508,198.2000,0.00,momentum
2026-06-20T12:26:11.838484,sell,DOGEUSD,131686.0713,0.0838,0.00,momentum
2026-06-20T12:26:12.130075,sell,DOTUSD,9573.6055,0.9602,0.00,momentum
2026-06-20T12:26:12.518265,sell,SOLUSD,94.7118,72.0100,0.00,momentum
2026-06-20T12:26:12.902503,sell,UNIUSD,1209.5836,3.0150,0.00,momentum
2026-06-20T12:27:14.036511,buy,DOT/USD,9489.0088,0.9661,0.00,momentum
2026-06-20T12:27:14.698952,buy,DOGE/USD,130712.8652,0.0842,0.00,momentum
2026-06-20T12:27:15.351076,buy,ADA/USD,37082.5504,0.1637,0.00,momentum
2026-06-20T12:27:15.969577,buy,BCH/USD,26.5704,199.9100,0.00,momentum
2026-06-20T12:27:16.593577,buy,UNI/USD,1200.7720,3.0435,0.00,momentum
2026-06-20T12:27:17.230343,buy,SOL/USD,94.1985,72.1183,0.00,momentum
2026-06-20T12:28:27.665448,sell,ADAUSD,36989.8440,0.1634,0.00,momentum
2026-06-20T12:28:28.162931,sell,BCHUSD,26.5040,198.2000,0.00,momentum
2026-06-20T12:28:28.553763,sell,DOGEUSD,130386.0830,0.0838,0.00,momentum
2026-06-20T12:28:29.156648,sell,DOTUSD,9472.3994,0.9602,0.00,momentum
2026-06-20T12:28:29.667266,sell,SOLUSD,93.9630,72.0100,0.00,momentum
2026-06-20T12:28:29.939837,sell,UNIUSD,1197.7701,3.0150,0.00,momentum
2026-06-20T12:29:06.177098,buy,DOT/USD,9421.8965,0.9644,0.00,momentum
2026-06-20T12:29:06.971000,buy,DOGE/USD,129403.4372,0.0842,0.00,momentum
2026-06-20T12:29:07.633258,buy,ADA/USD,36740.9872,0.1636,0.00,momentum
2026-06-20T12:29:08.245215,buy,BCH/USD,26.2852,200.0100,0.00,momentum
2026-06-20T12:29:09.053827,buy,UNI/USD,1188.7432,3.0435,0.00,momentum
2026-06-20T12:29:09.783065,buy,SOL/USD,93.0535,72.1669,0.00,momentum
2026-06-20T12:30:43.941514,sell,ADAUSD,36649.1347,0.1634,0.00,momentum
2026-06-20T12:30:44.430979,sell,BCHUSD,26.2195,198.2000,0.00,momentum
2026-06-20T12:30:44.731442,sell,DOGEUSD,129079.9286,0.0838,0.00,momentum
2026-06-20T12:30:45.102188,sell,DOTUSD,9405.3828,0.9602,0.00,momentum
2026-06-20T12:30:45.463176,sell,SOLUSD,92.8209,71.8704,0.00,momentum
2026-06-20T12:30:46.028743,sell,UNIUSD,1185.7713,3.0150,0.00,momentum
2026-06-20T12:31:11.321706,buy,DOT/USD,9288.3039,0.9671,0.00,momentum
2026-06-20T12:31:12.093403,buy,DOGE/USD,127557.7467,0.0843,0.00,momentum
2026-06-20T12:31:12.813336,buy,ADA/USD,36300.4634,0.1638,0.00,momentum
2026-06-20T12:31:13.623594,buy,BCH/USD,26.0236,200.1130,0.00,momentum
2026-06-20T12:31:14.346661,buy,UNI/USD,1177.9529,3.0417,0.00,momentum
2026-06-20T12:31:15.307720,buy,AVAX/USD,1019.5717,5.9865,0.00,momentum
2026-06-20T12:32:13.853036,sell,AVAX/USD,1017.0228,5.9784,0.00,momentum
2026-06-20T12:32:14.773243,buy,BTC/USD,0.1824,63650.9900,0.00,momentum
2026-06-20T12:41:22.269049,sell,ADAUSD,36209.7122,0.1633,0.00,momentum
2026-06-20T12:41:22.544186,sell,BCHUSD,25.9585,198.2000,0.00,momentum
2026-06-20T12:41:22.825202,sell,BTCUSD,0.1819,63534.7600,0.00,momentum
2026-06-20T12:41:23.115431,sell,DOGEUSD,127238.8523,0.0838,0.00,momentum
2026-06-20T12:41:23.389907,sell,DOTUSD,9269.6544,0.9602,0.00,momentum
